epoch,train_loss,train_cat_loss,train_num_loss,dev_loss,dev_cat_loss,dev_num_loss
1,0.8043201731000628,0.7438351565901071,0.8434575345703874,0.6567102066612244,0.6334205900490182,0.671779946006676
2,0.5348082286562238,0.5319697566624485,0.5366448865738311,0.38903773497581484,0.4400983597844585,0.3559985031800972
3,0.3513247868640082,0.40711579820491733,0.3152247206658923,0.28418519071102144,0.3640357459662871,0.23251717899531654
